Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,Material_Cost_INR,Carbon_Emission_kgCO2
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,5942.405000000001,265.22013000000004
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,5933.215,263.31642999999997
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,5933.215,263.31642999999997
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,5933.215,263.31642999999997
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,5933.215,263.31642999999997
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,5933.215,263.31642999999997
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,6127.825,268.82489
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,6127.825,268.82489
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,6127.825,268.82489
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,6127.825,268.82489
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,6127.825,268.82489
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,5900.224999999999,260.79959
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,5900.224999999999,260.79959
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,5900.224999999999,260.79959
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,5900.224999999999,260.79959
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,5900.224999999999,260.79959
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,5818.945000000001,281.84395000000006
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,5818.945000000001,281.84395000000006
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,5818.945000000001,281.84395000000006
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,5818.945000000001,281.84395000000006
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,5818.945000000001,281.84395000000006
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,5890.799999999999,300.51484
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,5890.799999999999,300.51484
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,5890.799999999999,300.51484
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,5890.799999999999,300.51484
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,5890.799999999999,300.51484
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,5438.19,228.57933999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,5438.19,228.57933999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,5438.19,228.57933999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,5438.19,228.57933999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,5438.19,228.57933999999997
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,5613.14,231.19168
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,5613.14,231.19168
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,5613.14,231.19168
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,5613.14,231.19168
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,5613.14,231.19168
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,6107.174999999999,288.73741
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,6107.174999999999,288.73741
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,6107.174999999999,288.73741
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,6107.174999999999,288.73741
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,6107.174999999999,288.73741
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,5784.679999999999,237.54514000000003
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,5784.679999999999,237.54514000000003
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,5784.679999999999,237.54514000000003
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,5784.679999999999,237.54514000000003
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,5784.679999999999,237.54514000000003
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,5389.390000000001,229.61097999999998
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,5389.390000000001,229.61097999999998
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,5389.390000000001,229.61097999999998
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,5389.390000000001,229.61097999999998
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,5389.390000000001,229.61097999999998
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,5562.115,234.25635000000003
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,5562.115,234.25635000000003
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,5562.115,234.25635000000003
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,5562.115,234.25635000000003
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,5562.115,234.25635000000003
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,5173.33,350.3043800000001
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,5173.33,350.3043800000001
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,5173.33,350.3043800000001
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,5173.33,350.3043800000001
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,5173.33,350.3043800000001
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,6749.2,469.55499999999995
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,6349.200000000001,444.6966
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,5904.75,314.52450000000005
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,6288.25,467.5685
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,7178.75,439.1585000000001
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,7141.3,490.28260000000006
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,6933.5,488.94199999999995
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,7149.25,499.1875
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,6901.75,488.8135
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,7804.0,398.88339999999994
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,6583.33,467.8512
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,6308.33,425.45120000000003
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,8039.849999999999,412.51550000000003
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,7212.55,349.9411
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,6846.65,345.50290000000007
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,5490.25,376.9875
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,4343.5,202.917
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,7153.3,490.47060000000005
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,4391.299999999999,161.58020000000002
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,4632.9,177.02360000000004
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,5111.65,241.50870000000003
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,5834.95,265.7127
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,7100.400000000001,457.0706
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,5834.85,292.3899
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,6401.2,355.32900000000006
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,6134.6,290.16560000000004
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,7232.15,478.5043
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,3805.51,164.97564
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,4986.515,185.80863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,4536.155,188.76617000000002
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,4968.735000000001,187.38704999999996
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,4414.799999999999,180.60944
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,4761.23,187.72624000000002
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,4914.76,185.53990000000005
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,5205.155000000001,195.67239
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,5157.98,205.93888
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,4957.87,249.48263999999998
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,5599.33,231.10546000000002
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,4863.86,204.58756
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,5085.765,252.53627000000003
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,3805.51,164.97564
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,4986.515,185.80863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,4536.155,188.76617000000002
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,4968.735000000001,187.38704999999996
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,4414.799999999999,180.60944
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,4761.23,187.72624000000002
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,4914.76,185.53990000000005
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,5205.155000000001,195.67239
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,5157.98,205.93888
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,4957.87,249.48263999999998
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,5599.33,231.10546000000002
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,4863.86,204.58756
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,5085.765,252.53627000000003
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,3805.51,164.97564
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,4986.515,185.80863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,4536.155,188.76617000000002
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,4968.735000000001,187.38704999999996
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,4414.799999999999,180.60944
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,4761.23,187.72624000000002
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,4914.76,185.53990000000005
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,5205.155000000001,195.67239
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,5157.98,205.93888
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,4957.87,249.48263999999998
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,5599.33,231.10546000000002
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,4863.86,204.58756
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,5085.765,252.53627000000003
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,3805.51,164.97564
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,4986.515,185.80863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,4536.155,188.76617000000002
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,4968.735000000001,187.38704999999996
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,4414.799999999999,180.60944
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,4761.23,187.72624000000002
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,4914.76,185.53990000000005
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,5205.155000000001,195.67239
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,5157.98,205.93888
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,4957.87,249.48263999999998
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,5599.33,231.10546000000002
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,4863.86,204.58756
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,5085.765,252.53627000000003
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,3805.51,164.97564
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,4986.515,185.80863
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,4536.155,188.76617000000002
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,4968.735000000001,187.38704999999996
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,4414.799999999999,180.60944
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,4761.23,187.72624000000002
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,4914.76,185.53990000000005
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,5205.155000000001,195.67239
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,5157.98,205.93888
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,4957.87,249.48263999999998
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,5599.33,231.10546000000002
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,4863.86,204.58756
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,5085.765,252.53627000000003
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,7293.5,437.9336
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,7137.5,435.4896
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,7293.5,437.9336
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,7293.5,437.9336
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,7137.5,435.4896
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,7231.950000000001,390.5381000000001
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,7183.950000000001,389.7861000000001
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,6907.950000000001,385.4621000000001
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,7231.950000000001,390.5381000000001
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,7183.950000000001,389.7861000000001
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,6907.950000000001,385.4621000000001
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,7231.950000000001,390.5381000000001
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,7183.950000000001,389.7861000000001
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,6907.950000000001,385.4621000000001
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,7231.950000000001,390.5381000000001
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,7183.950000000001,389.7861000000001
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,6907.950000000001,385.4621000000001
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,6879.15,359.86949999999996
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,6783.15,358.3655
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,6733.4,464.519
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,6660.95,464.03630000000004
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,6733.4,464.519
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,6733.4,464.519
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,6733.4,464.519
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,6660.95,464.03630000000004
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,6660.95,464.03630000000004
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,6660.95,464.03630000000004
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,6699.299999999999,412.6674000000001
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,6771.299999999999,413.14740000000006
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,6746.799999999999,413.41640000000007
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,6699.299999999999,412.6674000000001
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,6699.299999999999,412.6674000000001
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,6746.799999999999,413.41640000000007
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,6746.799999999999,413.41640000000007
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,6746.799999999999,413.41640000000007
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,4177.7,200.9778
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,4177.7,200.9778
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,4177.7,200.9778
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,4177.7,200.9778
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,5221.349999999999,281.32169999999996
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,5221.349999999999,281.32169999999996
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,5221.349999999999,281.32169999999996
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,5221.349999999999,281.32169999999996
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,6637.599999999999,359.97420000000005
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,6637.599999999999,359.97420000000005
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,5442.679999999999,402.77110000000005
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,4457.24,271.9397
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,4457.24,271.9397
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,5264.42,365.2104
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,5264.42,365.2104
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,5264.42,365.2104
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,5925.24,443.10819999999995
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,5925.24,443.10819999999995
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,5925.24,443.10819999999995
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,5925.24,443.10819999999995
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,4800.14,311.42019999999997
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,4189.86,241.401
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,4189.86,241.401
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,4457.24,271.9397
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,4189.86,241.401
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,4800.14,311.42019999999997
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,4800.14,311.42019999999997
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57,4457.24,271.9397
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,4800.14,311.42019999999997
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,5264.42,365.2104
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,4189.86,241.401
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,4056.705,167.35841000000005
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,4918.304999999999,245.23880999999997
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,4493.405,234.68961000000002
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,4303.015,189.62201
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,4426.775,200.80321
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,4648.155,250.69561000000002
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,4802.965,266.70521
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,4918.304999999999,245.23880999999997
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,4337.985,218.59161000000003
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,5366.804999999999,369.35200999999995
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,5257.195,356.38461
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,4610.235,217.38540999999998
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,4056.705,167.35841000000005
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,4602.5650000000005,278.85341
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,4648.155,250.69561000000002
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,4196.875,202.66821000000002
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,5366.804999999999,369.35200999999995
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49,5361.004999999999,356.07400999999993
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,4602.5650000000005,278.85341
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,4794.845,234.06281
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,4337.985,218.59161000000003
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,5189.935,306.76460999999995
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,3823.975,145.17381
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,4164.995,227.24260999999998
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,4929.825,317.66080999999997
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,3823.975,145.17381
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2,4426.775,200.80321
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,4196.875,202.66821000000002
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,4958.625,282.80481
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,4303.015,189.62201
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,3879.555,173.24601
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81,4610.235,217.38540999999998
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,4794.845,234.06281
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,4958.625,282.80481
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,5361.004999999999,356.07400999999993
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,4493.405,234.68961000000002
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,4028.665,186.57761
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,4929.825,317.66080999999997
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,4164.995,227.24260999999998
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,4273.755,240.12001
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,5257.195,356.38461
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,4273.755,240.12001
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,5189.935,306.76460999999995
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,4028.665,186.57761
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73,3879.555,173.24601
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,4802.965,266.70521
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,4833.95,316.80809999999997
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,4833.95,316.80809999999997
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,4062.3,224.62720000000002
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,4062.3,224.62720000000002
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,4062.3,224.62720000000002
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,4062.3,224.62720000000002
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,4062.25,224.6269
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,4062.25,224.6269
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,4381.65,261.3813
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,4381.65,261.3813
